id,news_url,title,creation_date,country,article_text
politifact13687,http://politicot.com/mike-pence-allowing-rape-victims-abortions-will-lead-women-trying-get-raped/,Mike Pence: “Allowing Rape Victims To Have Abortions Will Lead To Women Trying To Get Raped”,1460255857.0,US,"
We are very sorry for the inconvenience. It looks like you are trying to access a page that does not exist."
politifact14305,http://politicot.com/paul-ryan-22-million-americans-choose-poor-problem-cant-afford-healthy/,"Paul Ryan: “22 Million Americans Choose To Be Poor, So It’s Their Own Problem If They Can’t Afford To Be Healthy”",1460255857.0,US,"
We are very sorry for the inconvenience. It looks like you are trying to access a page that does not exist."
politifact15367,http://nyeveningnews.com/2018/05/08/pope-francis-gun-owners-cant-call-themselves-christian-anymore/,Pope Francis: Gun Owners 'Can’t Call Themselves Christian' Anymore,1517930635.0,US,Not Acceptable!An appropriate representation of the requested resource could not be found on this server. This error was generated by Mod_Security.
politifact14862,https://www.ravinderbhalla.com/about/,About Mayor Bhalla,1421205790.0,PA,"
Ravi Bhalla was elected Hoboken’s 39th Mayor on November 7, 2017 out of a field of six candidates. Born and raised in New Jersey, Mayor Bhalla is a 17 year resident of Hoboken and eight year member of the Hoboken City Council.
He received his undergraduate education from the University of California at Berkeley, where he received a B.A. in Political Psychology. Upon graduation, he attended the London School of Economics (L.S.E.) in the United Kingdom and received a Master of Science degree in Public Administration and Public Policy, and also earned a Juris Doctor Degree from Tulane Law School in New Orleans, Louisiana.
Ravi first set his roots in Hoboken at the age of 26, a bachelor fresh out of law school starting his first job at a small law firm in Newark, New Jersey.  Ravi earned national recognition in the New York Times for his legal advocacy after suffering a violation of his own constitutional and civil rights during a jail visit to a client. The incident motivated Ravi to lead a successful campaign to reform the federal government’s visitation policies at correctional facilities nationwide.
Ravi married his wife Bindya, and they had two children, Arza and Shahbegh.  It was during this time that Hoboken’s local government was in dire straits. He observed and witnessed mismanaged government at the local level, including a government budget that was underfunded and overspent by $12 million, a state takeover of Hoboken, and a 70% spike in municipal taxes in a single year.
Ravi ran for Council alongside Mayor Zimmer and worked tirelessly to get their message out of restoring honesty, professionalism and fiscal responsibility to Hoboken.  Out of twelve candidates vying for 3 council-at-large positions, Ravi received the highest number of votes, as a first time candidate for office.
Once in office, Ravi worked hard alongside Mayor Zimmer and his council colleagues to establish tangible reforms to the way government is run in Hoboken. Municipal taxes were reduced and Hoboken’s finances were put on a responsible long-term path.  The City’s bond rating was improved from junk bond status in 2009 to AA+ in 2013, the second highest rating, and had a responsible cash surplus for the first time in years.
Ravi was a leading voice on the council for securing the necessary funding for Hoboken’s second flood pump in Northwest Hoboken, advocated with Mayor Zimmer for the addition of 9 acres of open space, ensured our parks were built with detention systems to help alleviate flooding, voted to add progressive transportation options including corner cars and bike share, and played a large role in saving the hospital from closing in 2013, preserving more than 1,200 jobs and relieving taxpayers of a $52 million bond guarantee.  Ravi currently sits as a co-chair of the City’s Rebuild by Design project, in which the City was awarded $230 million to comprehensively protect Hoboken from storm surge events like Superstorm Sandy.
Ravi served as Council President from 2011-2012 and Council Vice-President from 2010-2011 & 2013-2014 and was Chairman of the Hoboken Democratic Party from 2010-2011. Prior to his service as a Councilman, Mr. Bhalla served as a local Democratic Committeeman for the 2nd Ward, 3rd District of Hoboken from 2007-2009.
Ravi and his wife Bindya reside on Garden Street with their two children, Arza Kaur, age 10 and Shabegh Singh, age 5.

"
politifact13949,http://www.neonnettle.com/videos/473-doctors-who-discovered-cancer-enzymes-in-vaccines-all-found-murdered,Neon Nettle,1376659708.0,GB,"
Snopes Paid to Push ‘Propaganda’ by Facebook, Former Editor Reveals 
Claims 'fact-checkers' are paid to 'appear to prevent damage' while pushing an agenda

 on&nbsp14th December 2018 @ 1.00pm 




© press

Former managing editor at Snopes Brooke Binkowski says the 'fact-checker' is pushing 'propaganda'

Snopes is paid by Facebook to push ""propaganda,"" according to the former managing editor of the ""fact-checker,"" who claims the social media giant ""doesn't care"" about facts and is using journalists to promote an agenda so it can ""pass the buck.""
According to a bombshell report by the Guardian, several current and former Facebook fact-checkers have stepped forward and spoken out to reveal their distrust in the social network and their fact-checking employers.
Facebook has fact-checking partnerships with Snopes, PolitiFact, Factcheck.org, the Weekly Standard, and Associated Press, and uses the information provided by these organizations to reduce the reach of posts that are ""debunked"" in their News Feed.
The partnering with these fact-checkers has come under heavy criticism, mainly due to the almost-monopolized influence news on Facebook has, which is then being filtered out by unregulated individuals who are often financially motivated and express political bias.
“They’ve essentially used us for crisis PR,” declared former Snopes managing editor Brooke Binkowski during an interview with the Guardian.
“They’re not taking anything seriously. 
""They are more interested in making themselves look good and passing the buck… 
""They clearly don’t care.”
“You’re not doing journalism anymore. You’re doing propaganda,” she continued, adding, “They threw us under the bus at every opportunity.”
Another former Snopes employee, Kim LaCapria, recently left the company over its partnership with Facebook, accusing it of focusing only on the “appearance of trying to prevent damage without actually doing anything,” and expressing distaste with the fact that Snopes was being paid by Facebook.
LaCapria said she was particularly upset to learn that Facebook was paying Snopes: “That felt really gross … Facebook has one mission and fact-checking websites should have a completely different mission.”
Aside from allegedly being paid by Facebook, Snopes also generates revenue by filling its website with advertisements from Google Adsense, asking for donations from readers via PayPal, and has an active GoFundMe campaign to ""Save Snopes"" which has so far generated over $850,000 of its $2 million goal.
Of course, it's understandable that a website has overheads that need to be covered, but when a company is primarily driven by profit, how can they be trusted to remain non-partisan?
According to a report by the Daily Mail, Snopes founder David Mikkelson was accused of embezzling thousands from the company.
Mikkelson's ex-wife Barbara, claimed in legal documents he embezzled $98,000 of company money and spent it on ""himself and prostitutes."" 
During the lengthy and bitter legal dispute, CEO David Mikkelson also claimed to be underpaid and was demanding the ""industry standard"" or at least $360,000 a year.
Being motivated by ""facts"" is apparently very lucrative.
And in the case of Snopes, their business model is a simple, yet devastatingly effective one since they partnered with Facebook and Google: They debunk viral news, and posts.
Therefore, if a post goes viral on social media, and Snopes says that it's ""false,"" then it will be flagged as so and Facebook will place a link to the ""fact-check,"" thus driving more traffic and revenue to Snopes.
Due to this arrangement, it adds a clear incentive to mark a viral news story as false rather than confirming lesser-known facts as true.



© press

Snopes founder David Mikkelson was accused on embezzling company money

Over recent months this push to flag big news stories as ""false,"" mainly from conservative websites, has become more apparent.
In November, Breitbart accused Snopes of attempting to ""wash away"" the story of armed members of the New Black Panther Party campaigning for the Democrat gubernatorial candidate in Georgia, Stacey Abrams.
According to Breitbart, the move was an ""openly partisan"" attempt to protect Abrams after the damaging story went viral.
Earlier this month, The Daily Caller also accused Snopes of left-bias after it ""botched"" its fact-check of a viral meme that was mocked within political circles for spreading false information.
Snopes said that the “general idea” of the meme was “correct,” yet, according to the TheDCNF, the fact-checker intentionally framed it that way as it portrayed President Trump in a negative light if the ""wildly misleading"" meme was true.
In Snopes ""transparency"" disclaimer, it states that it operates ""without any partisan considerations,"" saying:
""We don’t choose or exclude items for coverage based on whether they deal with Republican/Democratic, conservative/liberal, or religious/secular issues.""
Despite this statement, the left-leaning bias of their fact-checkers is clear.
Snopes' ""science dude"" Alex Kasprak makes no secret of his political bias, and one look at his Twitter account shows it is filled with anti-Trump rhetoric and retweets of Trump-bashing posts.


Prior to joining Snopes, Kasprak wrote for left-wing news outlets Motherboard and BuzzFeed and is pegged as a ""science writer"" who mainly ""debunks"" science-related articles.
It comes as no surprise then that Kasprak mainly fact-checks conservative news sites, often using derogatory language when describing the outlets and their writers, using terms such as ""right-wing blog"" and ""junk news.""
Biting the hand that feeds
Snopes apparent bias has seen the company suffer considerably over recent months as it continues to abuse its influence over Facebook's News Feed to promote a political agenda.
Visits to snopes.com have plummeted by almost half over recent months as users are seemingly losing trust in the organization.
According to website data tool SimilarWeb, visits to Snopes dropped another 20 percent in November to 19.59 million for the month.
This number is a considerable drop from their July figure of 37.79 million, representing a staggering 48.16 percent drop in website traffic in just four months.
While it's unclear what has caused this drop, when you consider that being flagged as ""fake news"" on Facebook cuts reach to the websites being debunked, it's clear to see that attacking the sources of their viral ""fact-checks,"" is hardly sustainable if it destroys the sites that it continually attacks.



© SimilarWeb

Website visits to Snopes have plummeted by almost 50 percent since July

The appearance of trying to prevent damage
“Why should we trust Facebook when it’s pushing the same rumors that its own fact checkers are calling fake news?” an unnamed Facebook fact-checker told the Guardian.
“It’s worth asking how do they treat stories about George Soros on the platform knowing they specifically pay people to try to link political enemies to him?[…] Working with Facebook makes us look bad.”
According to Breitbart, one fact-checker who has reportedly “long worked” with Facebook even referred to the social network as a “terrible company,” declaring, “and, on a personal level, I don’t want to have anything to do with them,” while another fact-checker proclaimed, “Most of us feel it’s more trouble than it’s worth.”
Facebook started its fact-checking efforts following President Trump’s 2016 presidential election victory and is even expanding into fact-checking images and videos.
Left-wing biases have been found at nearly all Facebook fact-check partners in the United States, including Snopes, Politifact, and the Weekly Standard.
An investigation revealed that Snopes employs left-wing people almost exclusively, with some of its most prominent fact-checkers openly describing themselves as “progressive” and expressing anti-Trump sentiment.
A satirical article from popular satire website Babylon Bee about CNN using a washing machine to “spin the news,” was also nearly removed by Facebook after Snopes fact-checked it as false.
One of Facebook’s other top fact-checking partners, Politifact, is funded by a frequent Clinton Foundation donor, and gave preferential treatment to Hillary Clinton during the 2016 presidential election — rating 51 percent of Clinton’s claims as true versus just over 15 percent for Trump.
Even a 2013 article from one of Facebook’s other fact-checking partners, the Weekly Standard, claimed Politifact “has it out for Republicans,” and the Weekly Standard itself has also pushed out misleading information during its partnership with Facebook.
UPDATE: Since this article was published, and subsequently went viral on social media, Snopes CEO David Mikkelson denied the information we presented in this article. Snopes didn't ""fact-check"" or ""debunk"" any of the information, nor did they present any evidence to refute the claims. Mikkelson, however, saw fit to abuse his position as Facebook approved ""fact-checker"" and flagged our story as a ""hoax"" with Facebook, pulling it from users' News Feed, immediately squashing the story as a result. Make of that what you will.

"
politifact15591,https://yournewswire.com/broward-county-sheriff-fired/,Broward County Sheriff Fired For Lying About Parkland,1407205828.0,UK,"



Broward County Sheriff Scott Israel has been fired for covering-up the truth about what happened during the Parkland shooting. 
According to reports, following a criminal investigation by Florida Governor Rick Scott, Sheriff Israel will be replaced as early as next week.
From Big League Politics: Sheriff Israel is being removed from office for criminal issues, not malfeasance, following an investigation conducted by the office of Florida Governor Rick Scott. The source exclusively revealed to Big League Politics that Sheriff Israel is also allegedly being investigated by the IRS.
The high-level police source within the Sheriff’s Office disclosed that over the last several months, four candidates have been interviewed to refill the position of Broward County Sheriff. One of the candidates who were interviewed is Emery Giany, a Republican Florida law enforcement official who is closely associated with Florida Attorney General Pam Bondi.
During the IG’s testimony last week, FBI director Christopher Wray was asked about the Parkland school shooting. When asked, Wray declined to answer any questions about the shooting and Sheriff Israel, citing that it was an active FBI investigation. Following the Parkland shooting, Governor Scott called for Director Wray to resign over the FBI’s failure to properly investigate Nikolas Cruz, 19, the school shooter whose plans to carry out a school shooting were reported to the FBI twice prior to the shooting on Valentine’s Day.

“We constantly promote ‘see something, say something,’ and a courageous person did just that to the FBI. And the FBI failed to act. ‘See something, say something’ is an incredibly important tool and people must have confidence in the follow through from law enforcement. The FBI Director needs to resign,” Governor Scott said.
According to the source in the Broward Sheriffs office, Sheriff Israel’s removal revolves around a criminal matter that the FBI is aware of. Although his failures surrounding the Parkland shooting initially sparked the investigation, it isn’t the sole reason why he is being removed.
The high-level source who wished to remain anonymous told Big League Politics that Sheriff Israel is already aware of the fact that he is being removed from office next week.
Sheriff Israel has been under heavy criticism for his handling of the of the Parkland school shooting, which left 17 people dead. Following the Valentine’s Day school massacre at Marjory Stoneman Douglas High School, it was revealed that police officers under Sheriff Israel’s order were called to the home of the Parkland shooter 45 times prior to the school shooting.
It is unclear why law enforcement officials law enforcement at the Broward County Sheriff’s office and FBI failed to properly investigate Cruz, but their massive failure has been directly attributed to the loss of 17 lives in Parkland, FL.
Since the Parkland shooting, a lot of unflattering information has come out regarding Sheriff Israel. Along with being a mouthpiece for Democratic politicians and gun control advocates, like Hillary Clinton and Debbie Wasserman Schultz who he has been photographed with, Sheriff Israel and his department have recently made headlines for more controversy.
In May, it was revealed that Marjory Stoneman Douglas high school and the Broward County Sheriff’s office were keeping quiet the fact that Sheriff Israel’s son, Brett, had allegedly assaulted a 14 year old student on campus in an act of bullying.
Shortly after the Parkland shooting, cell phone video filmed by Cruz himself revealed that he himself felt bullied, which lead him to carry out a massacre on February 14, 2018 in a targeted attack against his former classmates.
Most recently, Sheriff Israel received a massive amount of backlash after the Broward County Sheriff’s office tweeted a picture of a new custom made Broward sheriff’s car that read, “Our new #dodge #charger. Do you like the paint job?”
The tweet sparked outrage online from Republicans and Democrats alike who quipped that the Broward Sheriff’s office should use the funds to pay for better officer training, not new cars. Leaders on both sides of the aisle have called for Sheriff Israel to resign or be removed by the Governor for his extreme dereliction of duty and failure to prevent one of the worst schools shootings in US history.
During the Florida GOP Primary debate in Florida last week, Florida Agriculture Commissioner Adam Putnam and Rep. Ron DeSantis were asked about the Parkland school shooting. Both Putnam and DeSantis called for the removal of Scott Israel while asserting their support of the Second Amendment.
“I would have removed that sheriff from Broward County. He failed his citizens and he should have been removed,” DeSantis said.
“Sheriff Israel is under investigation and he needs to go,” Putnam said.
Governor Scott is expected to release a statement in the coming week when Sheriff Israel is removed from office. Scott is currently running for US Senate in Florida, and news of Sheriff Israel’s removal is sure to boost his approval rating in what is gearing up to be one of the most important Senate races in the country.
In the days following the Parkland shooting, Sheriff Scott Israel was confronted and asked about his support of and affiliation with the Democratic Party and why he chose to blame guns instead of holding his department and the FBI accountable. Unable to withstand tough questioning, Sheriff Israel became flustered and ended the interview after saying, “the only person accountable for this killing is the detestable, cowardly, murderer. He is solely responsible for this horrific act.” However, as the investigation into Parkland has shown, both Sheriff Israel and the FBI dropped the ball and are to blame for their failure to prevent the shooting despite receiving multiple warning signs.
Latest posts by Sean Adl-Tabatabai (see all)  

"
politifact13887,http://www.newslo.com/price-better-budget-cancer-patients-die-quickly/,Tom Price: “It’s Better For Our Budget If Cancer Patients Die More Quickly”,1369162937.0,US,"Brian Kline is the type of person who voted for President Donald Trump in November. He’s a working-class man whose job is in retail, scoring him $11.66/hour. Thanks to Medicaid he’s being treated for cancer. During the CNN town hall with Health and Human Services Secretary Tom Price, Kline explained his situation and his struggles. “My question is pretty straightforward,” Kline told Price. “Why do you want to take away my Medicaid expansion?” Price’s dispassionate answer seemed to fall flat on the audience. “I took care of a lot of patients with cancer,” Price explained about his 20 years as an orthopedic surgeon. “We don’t want to take care away from anybody. What we want to make certain, though, is that every single American has access to the kind of coverage and care that they want for themselves.”
“But, what if there are people out there who are going to die more quickly because of what you’re doing here, because you’re essentially taking medical care away from people who need it the most?” Kline wouldn’t back down. “Are you saying you actually want people to be okay with that?” Price thought for a second, then replied: “Look, I understand how all of this sounds right now, but you know, there comes a time in everyone’s life when they just have to stop talking B.S. and be practical. As of right now, the fact to the matter is, our national budget is hemorrhaging money because of Obamacare. And believe me – I get how insensitive that sounds, but at the end of the day, we have to stop ignoring the facts here.”
He continued, “I understand that this is not something anyone wants to hear, especially people who’ve got worse problems to deal with than the state of the national budget, but this is one of those situations where the needs of the many outweigh the needs of the few. When President Trump assumed office, he was appalled at the state of the national budget and our finances. It doesn’t take a rocket scientist to figure out that Barack Obama was to blame, since he’s the one who left the hot potato behind for us to deal with. Now, I’m not going to go into whether or not he did that on purpose, but at the end of the day, all I can say is, we have to fix the problem or else we’re looking at nationwide riots and another economic recession.”
“Put simply, we have to plug some holes – of which, by the way, there are plenty – and we kind of have to start with the biggest ones,” the orthopedic surgeon added. “Unfortunately for millions of people across the country, Obamacare seems to be the biggest one by far. Besides, there are more ways than one to look at this picture. I know it’s not pretty, but at the end of the day, even people who are able to fight off cancer – I’m sure you know what I’m talking about, Brian – they can’t lead 100 percent normal lives, ever again. What kind of an existence is that, to have to survive instead of live?” 
“At the risk of sounding insensitive, we’ve pretty much got two choices here: we either repeal Obamacare, or we take out more loans from countries like China. And nobody wants to be in debt to the Chinese. At the end of the day, it’s better for our national budget if cancer patients pass away more quickly, it’s a lousy way to live anyway, and I’m sorry to say it out loud, but it’s the truth,” Price concluded. 
"
politifact15262,https://sentinelksmo.org/breaking-greitens-accuser-admits-photo-session-may-dream/,Breaking: Greitens Accuser Admits Photo Session May Have Been A “Dream”,1451774216.0,US,"One of the most contentious issues in the State of Missouri’s case against Gov. Eric Greitens has been the whereabouts of an incriminating photo that he is alleged to have taken and disseminated.
A deposition of the woman (K.S.) in question, the woman who accused Greitens of taking a nude photo of her, reveals one new shocking bit of evidence. The woman may have dreamed up the incident at the heart of the criminal case.
The St. Louis Circuit Attorney has contrived a case  against Gov. Greitens that Lewis Carroll would have been hard pressed to imagine.
The defense team’s April 8 motion to compel immediate production of all exculpatory evidence reports the following exchange. 
When the defense counsel asked K.S., “Did you ever see [Greitens] in possession of a camera or phone?” she answered: “Not to my knowledge. I didn’t see him with it.” 
The question was then asked, “And as you sit here now, you cannot state under oath that you ever saw him in possession of a camera – with a camera or a phone?” 
K.S. replied, “Correct.” 
The counsel then asked, “And you can’t say you saw it on his person, you can’t say you saw him put it down in the kitchen, take it from the kitchen, or put it down anywhere in the basement. Those are all correct statements, are they not?” 
K.S. answered, “Yes. I cannot say.” 
Trying to salvage the state’s case, the Assistant Circuit Attorney later asked K.S., “Did you see what you believed to be a phone?” 
Here comes the shocker. K.S. answered, “… I haven’t talked about it because I don’t know if it’s because I’m remembering it through a dream or I – I’m not sure, but yes, I feel like I saw it after that happened, but I haven’t spoken about it because of that.”
K.S. remembered the photo incident “through a dream”? Memories recovered through dreams have led to some of the great injustices in recent jurisprudence. To her credit, K.S. struggled to give honest answers to the questions she was asked, but her honesty has undone the remaining threads of a quickly unraveling case.
As the defense counsel observed in the motion, the state was aware that recovered memories may have accounted for K.S.’s recollection, but state prosecutors failed to turn that obviously exculpatory evidence over to the defense. K.S. also failed to so share this revelation with the House committee investigating Greitens.
Defense counsel insists that there is additional exculpatory evidence the prosecution has yet to turn over to the defense and has asked the court to order Circuit Attorney Kim Gardner to produce it.  
 "
politifact15525,https://lidblog.com/illegal-immigrant-mexican-kids/,Obama Administration Kept Illegal Mexican Kids In Detention Camps As “Experiment”,1439264514.0,US,"
It was June 2014 when the Washington Post reported that illegal immigrants,  “including thousands of women and children, stream into south Texas. It was nine months late when the same paper reported that Obama’s border agents were tossing some of those kids into internment camps as an experiment.
It was called the Juvenile Referral Process, and it worried human rights groups Mexican officials who feared that it put the kids at risk. The program was the creation of Robert Harris who at the time U.S. Customs and Border Protection commander of the Laredo sector. Harris believed holding certain young Mexicans, believed to be working for cartels in detention serves to get these kids out of the smuggling enterprise. Believed is the operative word,  There were no judges, no charges– no trial–just belief.
His intelligence analysts estimated that 78 percent of the guides smuggling other migrants were Mexicans younger than 18 — teenagers often hired or conscripted by drug cartels that knew they would not be prosecuted if caught — and he wanted to attack this loophole.

Trending: Schiff’s Russia Expert Worked W/Steele, Wrote ‘Russian Interference’ Piece In 2016, Has Unusual Connections

“Why don’t we remove these juveniles from the smuggling cycle?” Harris, the outgoing commander of the Laredo sector of U.S. Customs and Border Protection, recalled thinking.
take our poll - story continues below
Completing this poll grants you access to The Lid updates free of charge. You may opt out at anytime. You also agree to this site's Privacy Policy and Terms of Use.Now, as a result of that decision, young Mexicans are being held for months without charge in shelters across the United States, sometimes without their parents’ knowledge. Since the program began in May, 536 juveniles have been held — 248 of whom have been deported to Mexico after an average stay of 75 days, according to Border Patrol statistics. Mexican authorities say some of these repeat border-crossers have spent as much as six months in U.S. custody while they await an appearance before an immigration judge.
During their detention, they are questioned by U.S. authorities and then transferred to a network of facilities run by the Office of Refugee Resettlement, part of the Department of Health and Human Services, across 15 states.
Lets put this in perspective, under Trump children are separated from their parents because they don’t want the kids going to jail with their parents.  Under Obama, young illegal immigrants were put in “facilities” so they could be squeezed for any information they may or may not have about drug cartels.
“Our concern is that the program’s real intent is to interrogate the kids,” said Maureen Meyer, an expert on Mexico and migrants at the Washington Office on Latin America (WOLA). The kids are “often questioned about the criminal groups they are working for and then subsequently returned to Mexico with no apparent concern about the implications for them.”
While in custody last year [2014], one Mexican boy who worked as a guide shared information with U.S. authorities about the location of stash houses used by migrants as they move through the United States, according to his lawyer’s written summary of his case. When he returned to Mexico, he learned that armed men had forced their way into his home and killed a relative’s son. The men told the family that there had been raids on cartel hideouts and arrests and that they believed the boy was responsible. His half-brother was later killed by the same group. The boy, his lawyer said, has since been in hiding.
Harris said the Border Patrol does not have a system to track what happens to the juveniles once they return to Mexico. The program does appear to be discouraging them from returning illegally to Texas, he said. The patrol calculates that just 7 percent of the children who have gone through the program has been picked up again crossing the border.
But the program was a surprise to Mexico
“The moment it started, it took us all by surprise, because there wasn’t an announcement,” said Reyna Torres Mendívil, director general of the Mexican Foreign Ministry’s office for protection of Mexicans abroad. “Where were they taking these children?”
Regarding preventing kids from becoming repeat offenders, the Juvenile Referral Process worked, But why is it okay to incarcerate kids based on a belief without a judge or knowledge of their parents? The only reason I can think of is that a program to detain kids is okay under a Democratic Party president, but preventing kids from going to jail with their parents is considered unAmerican when the president is a Republican.
Below is a video of an Illegal Immigrant child detention center published in July 2014.
VIDEO﻿
Note: The picture in the post may or may not be of the Mexican children discussed above. Based on the Washington Post we know that the detention center in McAllen, TX was one of the locations used and July 2014 is during the active period of the Juvenile Referral Process.
illegal immigrants
illegal immigrants
illegal immigrants

"
politifact14005,http://now8news.com/united-airlines-flight-attendant-slaps-crying-baby/,United Airlines Flight Attendant Slaps Crying Baby During Flight,1436431703.0,US,"

Posted By: Now8News



During a flight from New York City to Chicago, violence erupted after a flight attendant assaulted a 7 month-old baby boy. This comes just hours after a man was dragged off of an overbooked United Airlines flight when he refused to get off the plane. He was pulled out of his seat and thrown into the aisle as seen on a video released on Monday.
The baby, whose name has not been released, was left with a welt mark across his face due to the assault. Eyewitnesses say the little boy was screaming for about 38 minutes straight and the parents were asked by the flight attendant several times to “quiet that annoying ass baby down.”
After the 4th attempt to get the parents to comply, the flight attendant erupted into a rage grabbing the baby from the mother’s arms and slapping him in the face. It took several passengers to subdue the United Airlines employee.
The flight attendant was restrained in the back of the plane until the Pilot could make an emergency landing in Missouri. United Airlines released a statement saying the employee acted in a way that does not represent their company and has been fired.
The little boy is said to be in stable condition with no life-threatening injuries. The parents say they are reaching out to an attorney, refusing to give any further statements.
 
 


"
politifact15271,http://mysteriousearth.club/2018/04/08/cia-release-documents-of-moon-moon-has-more-than-250-million-citizens/,"CIA Release Documents Of Moon, Moon Has More Than 250 Million Citizens",1511359541.0,UA,
